application_date,gender,purpose_of_loan,employment_status,loan_type,property_ownership_status,monthly_income,debt_to_income_ratio,cibil_score,interest_rate_offered,loan_amount_requested,number_of_dependents,loan_tenure_months,applicant_age,existing_emis_monthly
2026-04-13,Female,Education,Business Owner,Home Loan,Owned,46720.52601283661,14.415665329410702,695,9.932888933176008,172780.15667695837,3,60,49,3697.864497275449
2026-04-27,Female,Medical Emergency,Unemployed,Personal Loan,Jointly Owned,46474.371214603336,3.1476299106962955,613,10.239514617138253,100000.0,4,360,24,5500.762648314012
2026-04-13,Male,Wedding,Business Owner,Education Loan,Rented,62462.56268605916,2.016460485615629,740,11.066014856627515,100000.0,2,60,54,8351.354163079315
2026-04-30,Female,Education,Retired,Car Loan,Jointly Owned,51449.160349595615,19.230071448587942,753,11.444095985213627,100000.0,0,360,40,6799.412379517582
2026-04-28,Female,Wedding,Self-Employed,Education Loan,Jointly Owned,61373.02581313053,0.0,712,10.04442068887968,125471.40095711098,1,12,26,1171.1604144639177
2026-04-14,Male,Vehicle Purchase,Student,Personal Loan,Owned,48341.02594302767,36.78849385623849,715,15.140064818986012,183442.9096796072,2,12,33,6343.879647042463
2026-04-15,Male,Business Expansion,Student,Home Loan,Rented,66228.56369705773,22.398937255336648,651,10.612073292985428,100000.0,4,24,21,8143.008545206965
2026-04-29,Female,Debt Consolidation,Business Owner,Car Loan,Jointly Owned,61427.500294066005,2.5786812322873285,652,13.424334726099303,178489.2210863578,4,360,21,3253.402235693642
2026-04-21,Female,Medical Emergency,Salaried,Education Loan,Rented,52688.19051832924,14.298205099495982,590,10.7185901529307,106074.63055363181,4,24,55,243.1275809567651
2026-04-12,Male,Education,Business Owner,Education Loan,Rented,61220.187549032926,29.268338004234835,684,9.48530952917038,100000.0,2,60,31,3677.9132520629223
2026-04-23,Male,Home Renovation,Self-Employed,Car Loan,Owned,66503.02919364617,0.0,651,11.698629583611064,132593.70754542947,2,36,43,5564.167136637073
2026-04-05,Female,Medical Emergency,Salaried,Education Loan,Rented,78801.46074110783,27.830223103619737,634,5.0,248684.59451677214,3,12,36,6777.223982177674
2026-04-03,Male,Business Expansion,Salaried,Personal Loan,Jointly Owned,40477.053429013875,8.353394407599124,703,10.136469559539456,217176.09733403497,0,360,38,3437.761084477863
2026-04-18,Female,Debt Consolidation,Student,Car Loan,Jointly Owned,64228.74964580606,18.793852923548723,669,5.0,125047.16082387304,2,48,41,0.0
2026-04-03,Male,Vehicle Purchase,Self-Employed,Personal Loan,Owned,61301.96132318203,21.72094236005113,586,7.4658104065448345,160364.93642976388,3,36,21,1170.774731686296
2026-04-14,Male,Debt Consolidation,Unemployed,Car Loan,Jointly Owned,64896.129142220685,11.067979678298068,654,8.534995302472973,120906.95415769577,1,12,51,6079.7628004779845
2026-04-02,Male,Education,Unemployed,Personal Loan,Owned,44015.88496191133,24.969315146888466,688,10.469924543162831,100000.0,0,12,37,10972.024067364333
2026-04-18,Female,Vehicle Purchase,Self-Employed,Home Loan,Jointly Owned,52545.596623171565,2.2089590867671136,611,11.36717083094674,119549.18800636484,4,24,32,4934.160763877609
2026-04-13,Female,Business Expansion,Student,Home Loan,Jointly Owned,43950.42451152871,8.219946533087262,727,6.354189425565141,181927.26513579936,0,48,42,8938.631882900869
2026-04-02,Female,Business Expansion,Self-Employed,Education Loan,Owned,56265.38386001668,0.0,705,9.284380088272174,100000.0,1,120,30,1829.1344990920338
2026-04-12,Male,Debt Consolidation,Self-Employed,Car Loan,Rented,38044.86642531304,0.0,629,9.656634739220449,203543.44501122012,2,48,40,3057.0836037716244
2026-04-27,Female,Debt Consolidation,Salaried,Car Loan,Owned,71445.73553614215,11.435950207008467,761,15.663301531505242,205715.06069613964,2,12,36,0.0
2026-04-02,Female,Business Expansion,Salaried,Personal Loan,Rented,53080.909662217535,21.314927499788602,809,10.351706884400969,127448.35830821052,3,120,45,6108.942307868895
2026-04-08,Male,Wedding,Self-Employed,Education Loan,Rented,76877.58633174366,0.0,693,7.347287522039073,155554.2064627012,2,120,35,2319.1258424913244
2026-04-29,Female,Debt Consolidation,Student,Education Loan,Owned,41098.70323370239,14.458925925576967,682,12.66695725090432,215096.73214650777,2,60,27,6797.303039249232
2026-04-05,Female,Home Renovation,Salaried,Car Loan,Owned,54020.20887404992,26.169979304699403,673,9.85225280851028,168150.92778876054,0,48,41,3493.051696994983
2026-04-29,Female,Debt Consolidation,Retired,Home Loan,Owned,52544.377430829576,28.3596262236837,656,12.392582811380919,222956.7905801218,1,36,35,11065.439015405082
2026-04-25,Female,Home Renovation,Self-Employed,Car Loan,Rented,60982.63418529243,6.845759824236126,624,13.043584996455932,100000.0,4,60,21,10379.604939413923
2026-04-11,Female,Vehicle Purchase,Salaried,Car Loan,Rented,62370.96129299782,0.0,708,8.39663776987566,120911.91361310665,4,24,39,0.0
2026-04-13,Female,Debt Consolidation,Unemployed,Business Loan,Rented,31042.508569069105,18.60856879855747,638,9.506843535112807,133613.47959162825,3,12,32,6773.632453870906
2026-04-28,Male,Medical Emergency,Self-Employed,Personal Loan,Rented,68819.80054046548,15.22914949612319,491,9.579846303450264,212184.70494784066,1,12,41,2770.105543396991
2026-04-21,Female,Medical Emergency,Self-Employed,Personal Loan,Owned,64376.3316265048,8.551360344459248,861,12.7334678919038,150044.7833540901,0,36,29,6940.659667441885
2026-04-17,Male,Wedding,Self-Employed,Business Loan,Owned,28553.779952422523,4.282659404096854,834,14.586046626762355,113101.65888274198,4,36,25,968.7601342882172
2026-04-24,Female,Wedding,Business Owner,Education Loan,Rented,72612.09788167638,13.620036197716404,707,14.681212934913479,144443.03490957487,3,120,49,9323.701659331979
2026-04-16,Female,Vehicle Purchase,Self-Employed,Personal Loan,Jointly Owned,32060.50797599924,14.878869340409322,595,10.001306864041588,175998.43036937458,2,24,46,8092.076897292054
2026-04-19,Female,Vehicle Purchase,Unemployed,Education Loan,Owned,55160.986248295405,2.418286661716256,882,14.369061983599495,134224.92800255062,2,24,37,758.743130339074
2026-04-26,Female,Wedding,Salaried,Home Loan,Jointly Owned,46566.141138086095,5.300562739048095,740,11.462718258834018,191907.36609743632,0,120,42,4456.0681373972975
2026-04-27,Male,Medical Emergency,Self-Employed,Education Loan,Jointly Owned,48294.71512929661,0.0,669,9.62615660759511,155821.9064165387,4,120,46,5487.188177764351
2026-04-26,Male,Vehicle Purchase,Student,Personal Loan,Jointly Owned,45855.26488664988,13.192265130514453,820,8.564176221543665,134892.18709772316,2,48,37,7157.954848800556
2026-04-15,Male,Home Renovation,Retired,Education Loan,Rented,58854.4990553232,14.789310237030453,619,11.718299559606827,208951.38001705759,3,60,25,4964.155632786614
2026-04-18,Male,Wedding,Student,Home Loan,Owned,37707.16805580637,0.0,532,14.525441503197207,221936.71954319486,3,12,40,7359.116560340217
2026-04-29,Female,Home Renovation,Student,Business Loan,Jointly Owned,65111.65812480827,6.976678399706698,646,13.596274361822777,208426.08756988283,4,48,48,4787.702016172244
2026-04-06,Female,Education,Salaried,Personal Loan,Rented,59030.98333143506,0.7143883251419618,756,8.541688262399711,109679.69680194568,0,24,43,6835.316855226101
2026-04-04,Male,Education,Unemployed,Home Loan,Owned,48577.03010106193,25.686204936706726,881,11.39484592182619,209574.56344214053,3,36,38,896.4045969372901
2026-04-04,Male,Debt Consolidation,Business Owner,Car Loan,Rented,64171.48815646346,0.0,641,8.394140893842303,200080.69173512913,1,48,43,4922.025358344914
2026-04-30,Male,Home Renovation,Unemployed,Business Loan,Owned,43383.75439999512,25.365616884440577,605,11.054792859154151,100000.0,3,36,35,8450.367891153664
2026-04-13,Female,Wedding,Student,Business Loan,Owned,50383.7804552619,27.648038164397747,701,11.69507398875403,133259.2154552075,0,120,48,9233.261934520991
2026-04-09,Female,Medical Emergency,Business Owner,Personal Loan,Rented,28493.395756430873,0.0,698,11.313246100920312,212227.35798221116,3,60,51,5519.11890483701
2026-04-10,Male,Medical Emergency,Salaried,Home Loan,Jointly Owned,42628.59766437629,18.201789827450394,849,13.011036155602516,197769.87551032452,2,360,25,4702.594613397057
2026-04-14,Female,Wedding,Business Owner,Car Loan,Owned,37868.814767506046,16.16989279987845,719,8.733953055652202,123743.2527313768,0,36,49,9104.102907854713
2026-04-28,Male,Medical Emergency,Salaried,Home Loan,Owned,24639.96701290655,0.0,868,13.873575989968385,100000.0,2,360,60,4697.214872788952
2026-04-08,Female,Debt Consolidation,Unemployed,Education Loan,Jointly Owned,48660.58012636827,3.73974003270518,809,9.603693314897637,214998.6138637531,2,360,43,8433.581466317908
2026-04-03,Male,Home Renovation,Student,Personal Loan,Owned,49292.380267683475,2.0426387286769225,772,7.688255798115094,178127.04349623632,4,12,47,4680.070030595385
2026-04-09,Female,Vehicle Purchase,Unemployed,Education Loan,Jointly Owned,55454.525938485735,0.0,581,13.040115135749936,151810.55655037778,0,60,31,5119.995719758658
2026-04-29,Male,Debt Consolidation,Business Owner,Education Loan,Owned,59661.31340686051,0.0,667,11.675199062596288,109910.40357303715,2,36,32,1685.844880509167
2026-04-01,Female,Vehicle Purchase,Retired,Business Loan,Jointly Owned,47608.21374234693,21.327295161391824,719,12.957728132746341,185989.84754958662,4,48,35,1252.1523284089913
2026-04-15,Male,Business Expansion,Student,Business Loan,Owned,58467.5546568366,9.834892130635014,489,10.9090025260734,100000.0,4,12,33,7934.388373399466
2026-04-15,Male,Business Expansion,Student,Education Loan,Owned,64427.968442274636,0.0,645,5.071883157550321,104784.22364464938,2,12,24,10168.457226325572
2026-04-28,Male,Education,Unemployed,Home Loan,Owned,67469.26224753953,0.0,673,8.43358039302613,170085.5029997542,2,24,36,5317.137558600184
2026-04-30,Male,Vehicle Purchase,Business Owner,Personal Loan,Jointly Owned,59670.19779191634,21.181067562914322,636,10.8230627985836,199475.33809973794,1,24,46,4501.425479716734
2026-04-07,Female,Home Renovation,Self-Employed,Personal Loan,Owned,58328.08246003,33.97257241037099,868,10.38370149387666,157126.1648852147,0,48,25,8067.924732601743
2026-04-15,Male,Vehicle Purchase,Salaried,Home Loan,Rented,36228.97511285727,5.287809088611672,738,15.035479020401366,131881.60192827144,4,120,39,6012.094997443397
2026-04-07,Female,Vehicle Purchase,Self-Employed,Education Loan,Rented,63135.25743932786,7.196798614737313,682,8.533600047634604,194344.79813746727,0,24,39,0.0
2026-04-13,Female,Medical Emergency,Self-Employed,Personal Loan,Rented,36120.75958969726,46.86822061970479,551,12.700170120002113,100000.0,4,36,34,7981.017033385887
2026-04-12,Male,Home Renovation,Self-Employed,Business Loan,Owned,55834.87098161932,21.15216948378727,656,11.992515907134054,102466.01378842922,3,120,42,989.2872103750638
2026-04-18,Male,Wedding,Business Owner,Car Loan,Jointly Owned,60947.80806122391,25.11183334608046,826,5.0,204329.43050526732,3,24,42,4964.838999161615
2026-04-07,Female,Vehicle Purchase,Unemployed,Business Loan,Jointly Owned,57468.09589460362,0.0,650,10.48316946561085,100000.0,4,12,34,3675.5407555539387
2026-04-07,Male,Vehicle Purchase,Student,Home Loan,Owned,11524.00102617294,0.0,667,10.80931423118355,100000.0,1,48,48,3078.0242715879895
2026-04-15,Male,Vehicle Purchase,Self-Employed,Car Loan,Rented,63075.82058145966,27.871249855601313,594,13.814326001409276,100635.77129547717,3,36,43,5140.81265376442
2026-04-09,Female,Education,Business Owner,Personal Loan,Jointly Owned,73633.87583418751,15.427294000022313,712,6.2296986348450805,204379.21426300379,0,12,53,7680.882612486792
2026-04-06,Male,Wedding,Unemployed,Personal Loan,Owned,27234.181516662808,11.446339807698124,724,12.462892193000998,194670.86330238255,2,12,37,5093.963339033211
2026-04-26,Male,Medical Emergency,Salaried,Car Loan,Jointly Owned,53660.714516947424,14.840649917240482,713,11.519418225134574,100000.0,0,60,34,9229.68428016089
2026-04-27,Male,Debt Consolidation,Unemployed,Personal Loan,Rented,48178.63013021229,34.44243683984967,604,13.81742465827164,108986.48795438698,0,24,35,9602.002634542274
2026-04-26,Female,Medical Emergency,Unemployed,Car Loan,Rented,51685.57699491776,0.0,739,8.952136649653946,100000.0,0,360,49,9574.612913778361
2026-04-09,Male,Vehicle Purchase,Self-Employed,Education Loan,Jointly Owned,70262.72581938416,10.947168202051104,666,12.458772793897927,181827.561638009,4,120,36,4832.457761562271
2026-04-19,Female,Vehicle Purchase,Business Owner,Home Loan,Owned,54606.61294379732,0.0,718,7.751774111774214,100000.0,4,36,37,3565.3463931826936
2026-04-24,Male,Wedding,Student,Business Loan,Owned,36318.396451179986,12.740711775459765,762,15.685787653666955,172539.13875114237,0,48,57,4898.907427385892
2026-04-20,Male,Business Expansion,Retired,Car Loan,Jointly Owned,41025.158680978784,20.588316681966248,732,9.469547288264298,139662.47888087685,2,48,24,8375.96651733698
2026-04-30,Female,Debt Consolidation,Salaried,Car Loan,Rented,39380.128998752625,13.303242277254299,751,6.812822214221549,154692.82178620904,1,48,41,8196.090325516781
2026-04-16,Male,Vehicle Purchase,Business Owner,Education Loan,Owned,22960.154314037703,34.56653053759892,754,8.357604143388055,100000.0,1,60,37,0.0
2026-04-16,Male,Wedding,Student,Business Loan,Jointly Owned,42764.63460480075,0.8445310788663605,768,12.951462221086299,194621.22227243468,3,36,35,5917.547821875106
2026-04-27,Male,Medical Emergency,Self-Employed,Education Loan,Jointly Owned,61139.0832153082,16.77241233509714,777,10.444137955521642,227324.3389295491,3,12,28,0.0
2026-04-01,Female,Wedding,Business Owner,Education Loan,Rented,55996.174894475254,27.735756559411083,795,13.053917077045874,224015.95861412276,2,120,31,4942.79522369801
2026-04-23,Male,Debt Consolidation,Student,Home Loan,Rented,53570.23932104793,2.898451707337194,733,14.482380210798892,153204.65960304305,0,60,33,3412.9889584141247
2026-04-13,Female,Business Expansion,Retired,Personal Loan,Owned,46669.12374119962,1.5604058086654486,766,12.96076640734224,100000.0,4,120,42,2489.2405144831423
2026-04-19,Male,Business Expansion,Salaried,Business Loan,Owned,49899.009782500994,6.279501814196456,712,12.862665916891041,131881.43157629436,3,120,46,7547.766917450925
2026-04-04,Male,Home Renovation,Unemployed,Education Loan,Owned,59097.09229302828,0.0,754,8.039090876155704,163423.23053089,0,24,21,3058.1417197882483
2026-04-19,Male,Vehicle Purchase,Student,Personal Loan,Rented,63728.23463098441,25.609188861147985,662,8.61699642205469,156710.30000756332,1,12,25,4971.486055464806
2026-04-22,Female,Wedding,Salaried,Personal Loan,Jointly Owned,55497.92362312153,10.985256247715945,558,7.572206827207585,100000.0,2,48,43,2202.8964439216593
2026-04-10,Female,Business Expansion,Retired,Personal Loan,Owned,34711.38602421304,0.0,815,10.6066978573754,185563.9704567249,4,24,44,5221.165672054772
2026-04-13,Female,Business Expansion,Salaried,Personal Loan,Owned,44563.18121764245,2.1740466018261797,714,15.344869900797466,188554.15183954668,4,36,23,7879.1912387548
2026-04-01,Male,Business Expansion,Student,Home Loan,Owned,57554.83774792284,28.244095023502258,712,9.899989576293747,188684.2759325209,3,36,46,2366.3699375576753
2026-04-13,Male,Vehicle Purchase,Salaried,Home Loan,Jointly Owned,41035.1643911801,3.6456987309877853,770,14.920460934094853,114146.73109105576,0,360,37,6919.809541496764
2026-04-10,Female,Wedding,Self-Employed,Education Loan,Owned,41740.89058444774,32.10460276000137,645,6.527188763219076,100000.0,4,360,45,5169.458732626682
2026-04-15,Female,Education,Unemployed,Personal Loan,Owned,61494.78750194191,4.476392452670093,690,9.39866527511471,125559.73929426605,1,120,29,5141.959214132016
2026-04-29,Female,Wedding,Retired,Education Loan,Rented,62868.0353563025,0.0,652,8.222264476369988,208953.1015754941,1,360,24,3948.7764485840803
2026-04-15,Male,Wedding,Self-Employed,Car Loan,Rented,36599.77088931909,0.0,684,11.63022070332129,101584.5147163354,2,60,34,7320.221638125842
2026-04-07,Female,Wedding,Salaried,Home Loan,Rented,30698.40090204365,40.05505957930694,667,11.43539413122084,106590.77149729538,2,36,35,7012.753428313771
2026-04-26,Male,Business Expansion,Salaried,Home Loan,Jointly Owned,32868.26472212556,0.0,654,6.382186017227406,100000.0,1,360,34,4599.695491343172
2026-04-14,Male,Wedding,Business Owner,Business Loan,Rented,61034.78650429766,0.0,729,8.450952267681373,128997.6274089863,1,48,34,5608.034869342666
2026-04-08,Female,Home Renovation,Self-Employed,Car Loan,Owned,38341.61681417157,6.872691407423853,550,13.42084542322861,170746.2914162047,0,60,54,7228.928483663269
2026-04-19,Female,Debt Consolidation,Retired,Home Loan,Owned,42955.149653107765,12.315996556283686,804,12.940310579923628,183858.76267755375,4,60,21,6624.5576506629095
2026-04-25,Male,Education,Retired,Personal Loan,Jointly Owned,32500.893740353436,0.0,642,8.434454481734026,100000.0,0,48,29,4080.089977838757
2026-04-18,Female,Debt Consolidation,Retired,Personal Loan,Jointly Owned,51214.97878630777,27.743612097208764,737,8.671744270984272,200600.1785275872,2,36,33,8497.123523307338
2026-04-15,Male,Debt Consolidation,Student,Personal Loan,Owned,47469.5043479085,13.182587227424193,742,10.230327525356953,207640.98082315698,2,24,38,7592.413455937545
2026-04-26,Male,Wedding,Student,Education Loan,Jointly Owned,57647.7156536291,26.97518295797058,675,8.335951276986957,135713.244137032,2,60,45,11333.717056401649
2026-04-27,Female,Wedding,Student,Home Loan,Owned,56138.22410460556,0.0,733,11.544333453518606,100000.0,4,24,46,291.29173673839705
2026-04-26,Male,Home Renovation,Retired,Education Loan,Rented,21809.659449426606,15.888695253870026,612,10.024466377173825,212839.93127962886,3,24,48,7105.956917948468
2026-04-09,Male,Wedding,Salaried,Home Loan,Owned,56290.292582655646,14.610387290625507,655,12.961332228450729,168754.86485174883,2,360,42,8456.26865075029
2026-04-12,Male,Education,Student,Business Loan,Jointly Owned,49704.84477172169,8.134086557492004,679,9.909668028536153,245187.5874203464,2,24,21,8015.501334778571
2026-04-21,Male,Vehicle Purchase,Salaried,Education Loan,Rented,69479.84475696819,0.7156616158938354,735,12.75233948822787,100000.0,0,120,21,4241.860829356247
2026-04-22,Male,Medical Emergency,Self-Employed,Home Loan,Owned,38648.23962038705,0.0,671,9.234316248207847,164559.52406557085,0,24,49,910.5302065538735
2026-04-14,Female,Business Expansion,Unemployed,Business Loan,Jointly Owned,59246.2848132002,0.0,686,9.288886508794107,223381.78945245303,3,48,48,9618.963832502493
2026-04-02,Female,Debt Consolidation,Retired,Home Loan,Jointly Owned,52361.402700225946,28.05504145120033,765,10.409282388615726,173251.54554691297,3,360,44,3554.7676688552265
2026-04-05,Male,Debt Consolidation,Salaried,Car Loan,Rented,38170.44495088921,14.200577584208446,730,6.6512862636515475,100000.0,3,12,29,4113.6653420538
2026-04-22,Female,Home Renovation,Self-Employed,Education Loan,Owned,66976.50000693742,5.566604267475846,886,10.34479495593061,100000.0,3,36,34,11199.646383453384
2026-04-05,Female,Vehicle Purchase,Retired,Personal Loan,Owned,57016.95788469176,4.678177349038966,626,13.272195845983713,239875.5681199163,0,12,34,1180.6573993243246
2026-04-14,Female,Home Renovation,Unemployed,Business Loan,Jointly Owned,45860.03067104589,23.888781342597028,596,7.665828112992289,119224.20018336136,2,120,27,7456.663880855624
2026-04-04,Male,Home Renovation,Retired,Business Loan,Rented,37997.267529958495,23.259151900688472,851,13.01859176357476,173867.6901585025,0,12,40,2738.6370350868638
2026-04-24,Male,Education,Student,Personal Loan,Owned,68319.20084295675,0.0,719,10.718941542866643,100000.0,1,60,59,2672.8015299381095
2026-04-02,Female,Wedding,Business Owner,Business Loan,Rented,63886.83752437435,0.0,805,10.97547664058039,121551.63241119633,1,12,33,5502.958186173109
2026-04-01,Male,Vehicle Purchase,Retired,Personal Loan,Jointly Owned,51166.567886952995,14.125819941142876,618,11.547020740189115,197702.80119294897,2,12,50,7029.124396784768
2026-04-02,Male,Wedding,Business Owner,Personal Loan,Owned,50765.959372141006,27.067790096493347,659,9.794640172700014,164130.2583710332,3,48,29,7850.6021156752795
2026-04-13,Female,Wedding,Unemployed,Home Loan,Jointly Owned,34182.004643572756,18.92185902060437,709,11.40670347063285,127495.26147030594,2,24,22,8244.419511590793
2026-04-27,Male,Business Expansion,Business Owner,Education Loan,Owned,71566.78068249041,33.47064985573657,699,9.948189782211443,189920.36246430897,1,12,47,2880.23720233752
2026-04-20,Female,Education,Unemployed,Car Loan,Jointly Owned,34257.003126888645,6.003215812830424,692,9.064508166460795,147202.01438798124,2,12,35,1569.4191784936752
2026-04-17,Female,Home Renovation,Self-Employed,Business Loan,Owned,64573.12666304828,12.844356931536232,572,13.475321766587266,200062.76628461992,3,120,50,3972.0683080183126
2026-04-25,Female,Wedding,Business Owner,Home Loan,Rented,81300.1504681074,7.724226021180167,689,7.420703509584771,128521.90286630993,0,60,52,6042.435974145288
2026-04-13,Female,Home Renovation,Student,Car Loan,Owned,39477.1302723529,20.005155384266036,726,9.295084232603372,164728.9630102048,3,36,35,4383.085573066874
2026-04-17,Male,Vehicle Purchase,Retired,Car Loan,Owned,43540.865798853636,0.0,672,12.599321010568977,249949.26634719863,0,60,51,0.0
2026-04-05,Female,Vehicle Purchase,Retired,Business Loan,Jointly Owned,39168.099433246665,11.484700476020825,777,8.237743104814987,157887.40727139518,1,36,29,0.0
2026-04-24,Female,Wedding,Self-Employed,Business Loan,Owned,69620.36617597086,33.27935846618479,777,10.093493360646677,184652.35538956488,4,36,29,4278.580686108861
2026-04-25,Male,Debt Consolidation,Salaried,Home Loan,Owned,52942.70280228684,0.0,716,7.097022548854003,100000.0,2,36,48,7565.602558758679
2026-04-25,Female,Education,Student,Business Loan,Owned,28809.583741229308,0.0,640,9.48109413001729,157334.5017636632,4,48,22,2286.0598762414334
2026-04-08,Female,Wedding,Student,Car Loan,Jointly Owned,34805.37795052224,16.44816085820014,727,6.934519455593481,160238.31370175598,3,48,37,7199.213434895197
2026-04-22,Female,Education,Unemployed,Business Loan,Owned,60950.98557737944,42.18235927548093,738,8.721207226534354,100000.0,0,24,50,511.6890125733571
2026-04-22,Female,Vehicle Purchase,Student,Home Loan,Rented,39980.56702247464,0.0,706,10.943955323735295,136462.87971034893,3,36,51,5766.705563878224
2026-04-29,Male,Business Expansion,Salaried,Home Loan,Rented,24517.717110612037,27.720677765846386,639,10.387709926606775,135487.74184235677,3,48,33,5788.556128020246
2026-04-12,Male,Education,Salaried,Home Loan,Jointly Owned,59436.88939702697,8.77992900934674,766,13.264539363888028,100000.0,1,360,48,6406.216845039979
2026-04-09,Male,Vehicle Purchase,Self-Employed,Business Loan,Owned,56538.49843286491,0.0,733,12.328389075528785,124612.04929451154,3,48,26,1975.1555747163002
2026-04-18,Male,Business Expansion,Self-Employed,Education Loan,Jointly Owned,39620.7907990531,18.899359173976865,667,9.616059937279841,255645.1783801958,2,120,31,357.100826601506
2026-04-16,Male,Medical Emergency,Business Owner,Home Loan,Owned,45746.53056604522,0.0,711,12.91066579893515,151114.93360567416,1,120,40,7178.155774150435
2026-04-19,Female,Vehicle Purchase,Student,Education Loan,Jointly Owned,46041.12156673661,31.389171695901407,625,10.179908388099063,165615.94624669664,4,360,41,421.5238647553715
2026-04-22,Female,Business Expansion,Business Owner,Personal Loan,Owned,48091.03122545302,10.233693204917634,548,8.828521182363074,244282.8667027501,3,120,27,2687.2709165282085
2026-04-08,Male,Home Renovation,Business Owner,Home Loan,Owned,71476.4334953013,0.0,576,7.438783663801095,100000.0,4,12,56,9175.047875479913
2026-04-07,Male,Medical Emergency,Business Owner,Education Loan,Jointly Owned,62088.62830994392,36.379495974450506,719,14.183389217570452,257700.851373427,2,360,21,5509.666844649888
2026-04-24,Male,Wedding,Business Owner,Education Loan,Jointly Owned,59748.3937258158,21.430959501234632,675,13.717991406470825,187285.7792961872,2,36,38,6106.261975449442
2026-04-21,Female,Debt Consolidation,Retired,Car Loan,Jointly Owned,49633.368132629934,13.310730255087867,732,10.023771879436362,100000.0,2,60,39,6874.207217710027
2026-04-09,Female,Debt Consolidation,Self-Employed,Education Loan,Owned,39570.27200007399,21.893838946696388,765,10.321362999559717,100000.0,4,120,21,6767.358974634012
2026-04-22,Female,Debt Consolidation,Unemployed,Car Loan,Jointly Owned,72609.69772847279,0.0,726,9.944577106538588,189878.13035093027,4,12,51,4936.15050459117
2026-04-12,Male,Home Renovation,Unemployed,Education Loan,Owned,50773.02254239077,0.0,647,5.766727191434935,188778.11177594034,0,48,30,2295.7348685089914
2026-04-14,Male,Wedding,Unemployed,Education Loan,Rented,36659.14997788275,46.20611992751529,731,10.25515764013045,171725.06190049907,1,48,38,13052.173446102843
2026-04-10,Female,Vehicle Purchase,Unemployed,Personal Loan,Rented,96249.00779632242,10.514528901900462,667,5.17740870734518,102622.65622207006,3,48,41,4122.095861913638
2026-04-16,Male,Debt Consolidation,Unemployed,Education Loan,Owned,54430.80975539102,0.0,673,7.578390039923556,161732.1428205644,1,48,23,5993.139532912186
2026-04-29,Female,Business Expansion,Retired,Business Loan,Owned,33936.16196891819,11.103773108979292,783,10.497057662473738,117773.8982722777,2,60,27,6320.417496537494
2026-04-02,Male,Vehicle Purchase,Self-Employed,Business Loan,Jointly Owned,64213.3268054334,0.0,744,12.560482856534477,136329.69268847,3,24,53,3401.1486252881778
2026-04-06,Male,Home Renovation,Student,Business Loan,Owned,65473.83190115976,32.233894777736445,665,6.346337139776391,100687.21782459648,0,24,37,3722.933106784494
2026-04-11,Male,Education,Business Owner,Personal Loan,Owned,44980.41477623159,1.8737601230407321,633,10.12651266124157,116109.34759021978,1,36,21,9464.698152493394
2026-04-04,Female,Home Renovation,Business Owner,Education Loan,Rented,37594.7183473885,0.0,809,10.349211383827495,100000.0,2,360,34,2783.06747116412
2026-04-05,Male,Wedding,Business Owner,Personal Loan,Jointly Owned,47100.40423376786,11.12284782266418,695,10.120969013928361,225166.20486305247,3,360,37,6237.289536882944
2026-04-05,Male,Home Renovation,Self-Employed,Education Loan,Jointly Owned,61232.63338877774,23.531555844674166,607,11.352334078886027,107814.17026483043,3,120,40,7687.561704562173
2026-04-17,Male,Education,Self-Employed,Car Loan,Owned,62943.846671395026,18.99752735384013,663,12.456497110412508,218591.35463245912,2,48,21,4357.5722332508285
2026-04-26,Male,Wedding,Student,Personal Loan,Jointly Owned,41862.981844814196,0.0,558,10.640371508676724,127264.94986649127,4,36,37,4718.3482056767625
2026-04-05,Female,Business Expansion,Retired,Business Loan,Rented,72168.60573457171,0.0,490,14.377253534642996,120262.55964048239,1,60,29,7870.715441107783
2026-04-26,Male,Medical Emergency,Retired,Business Loan,Rented,28155.682927479196,0.0,775,9.984127981926147,100000.0,3,36,40,4587.951584399098
2026-04-11,Male,Education,Student,Business Loan,Rented,42006.331115747205,19.27499323877784,628,7.987683832740142,245272.01231389775,4,24,43,0.0
2026-04-09,Male,Home Renovation,Business Owner,Education Loan,Owned,49196.569645430325,15.621543010184975,601,15.059201684742424,202469.84864866437,0,24,41,9511.650035626748
2026-04-15,Male,Debt Consolidation,Student,Education Loan,Owned,46353.59740960885,17.059061941294914,653,16.64158953791039,102674.70980586522,3,360,52,2073.573560291912
2026-04-24,Female,Education,Self-Employed,Personal Loan,Rented,43276.38237180533,2.043876864695097,672,12.027452274304324,196000.55508042633,3,120,59,5646.43027825829
2026-04-24,Male,Education,Business Owner,Home Loan,Rented,70032.53395058065,0.0,651,5.0,203537.52970139327,0,24,26,1046.6650599975005
2026-04-03,Female,Medical Emergency,Retired,Education Loan,Jointly Owned,48896.32643515092,0.0,626,11.191596830240954,160187.81453502137,0,36,34,3467.361940132953
2026-04-16,Female,Wedding,Student,Home Loan,Jointly Owned,56639.483240607966,25.207343182014384,695,8.795342087749917,158677.72751815408,3,360,45,3690.542310834798
2026-04-09,Male,Home Renovation,Business Owner,Home Loan,Jointly Owned,55929.12886311998,14.143109416157625,679,14.247487148321424,149366.3408640752,2,48,36,5522.513282867494
