application_date,gender,purpose_of_loan,employment_status,loan_type,property_ownership_status,monthly_income,debt_to_income_ratio,cibil_score,interest_rate_offered,loan_amount_requested,number_of_dependents,loan_tenure_months,applicant_age,existing_emis_monthly
2026-07-02,Female,Business Expansion,Student,Home Loan,Rented,35056.42114818931,0.0,623,12.719660475028503,159506.94838755418,2,36,36,8659.648532637513
2026-07-08,Female,Home Renovation,Student,Home Loan,Owned,34275.12943382221,10.455491175265827,717,11.47509557139084,127642.72497959377,1,60,32,9900.773121370385
2026-07-05,Male,Education,Business Owner,Home Loan,Owned,33814.690217625845,44.974185627029115,651,14.269306082235948,226545.86593389016,2,48,45,3999.598028844528
2026-07-27,Male,Vehicle Purchase,Business Owner,Personal Loan,Rented,41548.78170745766,18.02217927783807,683,13.270004985698744,100000.0,4,60,44,4773.315133718474
2026-07-31,Female,Vehicle Purchase,Unemployed,Education Loan,Owned,47910.789761287015,0.0,760,11.218273728314172,197036.11623767074,0,24,26,5219.678388238112
2026-07-22,Female,Wedding,Student,Business Loan,Jointly Owned,32639.369676078386,9.312868315656218,602,11.832331226139882,157971.0789855668,4,36,35,6436.084292369386
2026-07-04,Female,Business Expansion,Self-Employed,Personal Loan,Rented,34719.90975312014,7.603262665145614,578,12.341590207540616,132138.96957044522,4,24,59,7480.618316127808
2026-07-03,Male,Debt Consolidation,Retired,Education Loan,Jointly Owned,45852.90398543699,40.67442487237754,640,14.403718019315576,231596.5726167435,2,48,37,3874.077732294175
2026-07-11,Female,Vehicle Purchase,Student,Business Loan,Jointly Owned,46663.50400231575,0.0,547,14.96674432921256,197284.31189653676,2,36,40,10571.005502858716
2026-07-25,Male,Home Renovation,Self-Employed,Business Loan,Owned,48551.331127368794,8.868020419799805,475,10.706410398998282,109114.24602803172,2,60,43,0.0
2026-07-21,Male,Business Expansion,Business Owner,Personal Loan,Jointly Owned,62731.58421451989,0.0,492,16.258588491601028,100000.0,2,36,32,1417.3423894589623
2026-07-23,Male,Education,Student,Car Loan,Owned,70779.23658020743,33.46795361035025,697,14.603225284643822,195137.10888349952,3,360,45,6823.000348550009
2026-07-15,Male,Vehicle Purchase,Unemployed,Personal Loan,Jointly Owned,73413.56615010931,0.0,583,12.599130162579268,202394.31965582355,4,60,41,4507.247702909205
2026-07-28,Male,Home Renovation,Salaried,Business Loan,Owned,33288.58174914045,0.0,497,12.332022935364645,121098.74297921672,1,60,49,3301.9188384491426
2026-07-23,Female,Debt Consolidation,Business Owner,Home Loan,Jointly Owned,42474.80415518349,17.83160765876455,584,14.39275822080149,202454.47938868694,3,12,21,7878.498833341149
2026-07-07,Female,Debt Consolidation,Business Owner,Home Loan,Owned,32294.415986729247,32.350373230897205,558,15.521668985192457,231107.83665274168,4,60,41,7437.745477721933
2026-07-24,Male,Home Renovation,Self-Employed,Car Loan,Owned,29388.608138004718,29.725287403148705,542,17.592218680446653,179145.96921736037,0,60,40,8747.56991734316
2026-07-03,Female,Vehicle Purchase,Salaried,Personal Loan,Rented,47985.428050117276,27.676122270342756,594,14.04542684538785,184180.107600795,2,60,23,1893.1523399847188
2026-07-17,Male,Debt Consolidation,Business Owner,Business Loan,Owned,29216.847630567016,18.26816180507054,716,16.945544306317554,232896.11428614173,2,12,35,7437.835916873118
2026-07-20,Male,Home Renovation,Unemployed,Home Loan,Owned,46282.328140472084,16.2568329227757,665,16.275268735668405,151044.76602057528,2,36,41,7406.3859285161725
2026-07-17,Female,Wedding,Retired,Education Loan,Rented,28892.943144062738,33.87120705027641,606,15.973079907636304,179959.1799641382,4,12,38,1977.5790714885388
2026-07-20,Male,Education,Business Owner,Home Loan,Rented,15499.291334866059,34.31661571981618,654,13.966852766794407,137244.6970172544,0,120,37,5117.973108897336
2026-07-11,Female,Vehicle Purchase,Student,Car Loan,Owned,30808.648124865267,9.080621540248577,684,14.070028589138323,141444.17425817714,0,24,37,7906.472964674595
2026-07-18,Male,Vehicle Purchase,Self-Employed,Personal Loan,Owned,45488.087212536295,9.523542317905559,660,15.643065981422053,165319.86782934555,3,60,33,9026.534568646864
2026-07-24,Female,Home Renovation,Business Owner,Personal Loan,Jointly Owned,26928.12737395695,0.0,660,12.80247694453605,100000.0,3,12,58,4559.546541253277
2026-07-06,Female,Home Renovation,Self-Employed,Home Loan,Jointly Owned,39547.4381329679,18.052539102409966,603,17.796721198357954,205820.86944357422,4,360,41,1703.6721486212919
2026-07-14,Male,Home Renovation,Salaried,Education Loan,Rented,17620.97256520475,18.466008986869703,780,15.508707682495576,185116.7068246096,3,120,41,9596.680175791436
2026-07-05,Female,Home Renovation,Business Owner,Personal Loan,Owned,19985.914193122273,0.0,617,10.099292887259201,102458.80880923677,3,360,24,5119.334615248417
2026-07-15,Female,Business Expansion,Unemployed,Personal Loan,Jointly Owned,50825.17836016745,22.442691949978396,662,12.035772330230227,100000.0,2,12,34,0.0
2026-07-30,Male,Wedding,Business Owner,Business Loan,Jointly Owned,24855.431727853356,0.0,578,15.443486630119295,128499.0380867786,3,120,32,4281.188450921733
2026-07-02,Male,Wedding,Retired,Car Loan,Owned,48847.560189028285,11.520825843721465,685,17.066016425496997,168010.4757612507,3,36,37,8398.4515963933
2026-07-26,Male,Debt Consolidation,Unemployed,Business Loan,Rented,28964.211684934606,31.12765897881041,712,17.164271042000443,128639.49337883259,3,36,34,1342.0569979062998
2026-07-19,Female,Debt Consolidation,Retired,Car Loan,Rented,31298.530635268235,34.544672202282605,667,13.821837987515993,185439.7987560557,4,360,31,5351.65702505548
2026-07-15,Female,Medical Emergency,Business Owner,Personal Loan,Jointly Owned,47881.066349430635,0.0,706,14.019857919470127,100000.0,3,120,35,4018.1780705289293
2026-07-09,Female,Wedding,Unemployed,Education Loan,Rented,70555.13014588668,5.327325012051162,712,14.24397170731691,138836.57484242282,1,36,27,4887.576535170433
2026-07-31,Female,Business Expansion,Unemployed,Education Loan,Jointly Owned,27906.50144824078,28.721736548434087,704,16.76486682389648,171340.63873546087,1,48,43,3691.2669422113886
2026-07-05,Male,Debt Consolidation,Retired,Personal Loan,Jointly Owned,64942.203100698294,23.187824895290124,623,11.200838094127453,120343.26937027945,3,36,46,6509.4809062237055
2026-07-02,Male,Business Expansion,Salaried,Car Loan,Rented,31295.79799266538,24.646491195461394,678,15.551471356832607,118474.15696099638,1,120,42,4332.158119852353
2026-07-01,Female,Home Renovation,Retired,Business Loan,Owned,31992.087398248597,0.0,607,18.02692043548537,202967.97209194,2,60,46,6970.590449453518
2026-07-21,Male,Home Renovation,Unemployed,Business Loan,Jointly Owned,82328.379333505,0.0,637,15.72205328851171,164586.16223355097,4,360,45,3897.1849621362126
2026-07-03,Male,Debt Consolidation,Business Owner,Business Loan,Jointly Owned,33018.02008207662,22.32429810885602,593,12.657177991064287,182776.6164693713,3,12,25,8355.73974545385
2026-07-30,Male,Education,Business Owner,Car Loan,Owned,33857.745802798876,37.307938474195126,517,14.341570484235088,209727.18555281183,1,24,52,5038.854043073897
2026-07-05,Female,Debt Consolidation,Salaried,Personal Loan,Jointly Owned,45443.07285423209,5.194950948292258,688,16.17887792320424,154046.00224846977,2,24,46,1377.9889833318175
2026-07-30,Female,Education,Business Owner,Education Loan,Owned,36801.43121606668,14.277584470359214,571,11.907546040525055,162650.24053859504,2,360,21,2431.821809212888
2026-07-24,Male,Home Renovation,Unemployed,Business Loan,Owned,42957.02095139198,0.0,678,11.871685539566048,198054.94291959476,3,360,30,1526.262736911257
2026-07-20,Male,Vehicle Purchase,Business Owner,Car Loan,Owned,29730.899819919057,38.1085390887915,700,6.616606962242328,236374.88042717194,2,24,25,1696.9691892359
2026-07-16,Female,Medical Emergency,Unemployed,Car Loan,Rented,32600.754097372013,0.0,614,17.115559676738812,189411.37738729286,2,360,42,1060.3602445885708
2026-07-06,Male,Home Renovation,Business Owner,Business Loan,Jointly Owned,36844.28196300256,27.53479884715638,723,15.398184737649796,244017.20936935808,3,360,32,1741.9441413025438
2026-07-08,Female,Business Expansion,Salaried,Personal Loan,Jointly Owned,25812.210728759863,0.0,599,15.291977479590278,232178.761528606,1,60,38,4983.57475270259
2026-07-03,Female,Home Renovation,Business Owner,Education Loan,Jointly Owned,60380.51721438317,0.0,598,12.457496660922372,100000.0,0,12,55,7215.39397339908
2026-07-26,Male,Home Renovation,Self-Employed,Education Loan,Owned,33470.47820476855,20.079680729420165,599,10.138498565861694,195840.82025004656,4,48,52,942.1413478099544
2026-07-12,Male,Business Expansion,Self-Employed,Car Loan,Rented,44436.73087789895,13.086605885477566,608,11.590699017974988,114066.36461490585,3,120,28,2586.22636539552
2026-07-24,Male,Wedding,Unemployed,Personal Loan,Jointly Owned,50300.353757962155,23.31896220639213,607,11.06507543142106,214296.80720856556,1,48,42,7409.169441894901
2026-07-01,Male,Home Renovation,Student,Home Loan,Jointly Owned,41773.177963175716,17.53829994837002,614,16.967374570577444,215682.543009857,2,36,56,4526.179024065535
2026-07-26,Male,Vehicle Purchase,Unemployed,Education Loan,Jointly Owned,16451.772251278955,0.0,833,8.307786607419814,192828.7375813813,0,360,28,0.0
2026-07-20,Male,Debt Consolidation,Business Owner,Home Loan,Rented,49620.65663309079,10.510865976174955,558,13.694362169062295,100000.0,2,48,47,5113.322831742118
2026-07-22,Female,Wedding,Self-Employed,Car Loan,Owned,39256.77683741474,31.67318050478801,731,13.497166808140847,166201.23062970728,0,12,36,6086.096572509912
2026-07-14,Female,Home Renovation,Business Owner,Education Loan,Rented,37678.74253579746,25.69320978959577,620,16.444399551027583,213313.53860222688,0,36,28,5942.880811129274
2026-07-11,Female,Wedding,Unemployed,Personal Loan,Rented,20265.420168858567,22.900485787262824,602,10.518673445078893,165685.56002737934,1,60,53,11737.88275778784
2026-07-20,Female,Wedding,Retired,Home Loan,Owned,43173.6997873352,45.869322923837565,681,9.13869196603854,161620.5310098208,3,120,33,2740.462616141389
2026-07-07,Female,Vehicle Purchase,Self-Employed,Business Loan,Rented,17503.58878491241,22.95586250736246,674,20.0,119214.13865710585,1,120,36,8300.343337896837
2026-07-04,Female,Business Expansion,Self-Employed,Home Loan,Owned,13335.740286805281,28.875593687258487,572,14.542033270593878,164875.67249729135,3,120,34,4926.7929565516715
2026-07-06,Male,Home Renovation,Retired,Car Loan,Rented,35219.13347816014,0.0,757,10.56435506927592,110553.9550139845,1,24,48,6404.983700724503
2026-07-14,Female,Business Expansion,Student,Car Loan,Rented,39600.26593686267,29.344822488613204,547,15.077955437570452,178563.83113205904,0,24,47,3045.62761908548
2026-07-10,Female,Wedding,Student,Car Loan,Rented,23372.12126093987,20.045603147969572,655,9.683310604197517,133836.75575039705,1,36,30,2981.3372591623915
2026-07-30,Female,Education,Retired,Personal Loan,Jointly Owned,27044.48847114596,25.409460415918314,563,13.815772267690337,100000.0,4,36,39,1247.4203191144252
2026-07-04,Male,Business Expansion,Self-Employed,Personal Loan,Owned,51016.74102784968,17.8604677176239,564,18.030616012601573,100000.0,3,36,41,595.9862627969387
2026-07-13,Female,Wedding,Student,Car Loan,Owned,52004.47639499721,27.1491433507271,712,10.474164495157204,149521.43895561932,3,12,47,7013.480443953175
2026-07-22,Male,Medical Emergency,Self-Employed,Education Loan,Jointly Owned,41187.929363536765,18.25631114302358,614,14.597342804153783,125711.77544506399,1,36,31,3390.851165450009
2026-07-08,Male,Debt Consolidation,Self-Employed,Business Loan,Rented,48335.08586869096,17.429864656069245,686,12.744345167090833,187968.34963818773,0,12,51,12635.257229148494
2026-07-18,Male,Home Renovation,Unemployed,Personal Loan,Jointly Owned,47970.20743070725,41.2571288956871,571,10.914111941665938,155882.422562635,0,36,46,3579.207665837577
2026-07-05,Female,Wedding,Self-Employed,Education Loan,Jointly Owned,17580.62632555152,19.680425781734478,494,10.781707748830524,225392.77718954463,2,120,28,7018.17581686916
2026-07-12,Female,Debt Consolidation,Salaried,Home Loan,Rented,36611.3717216977,39.23337244705973,673,13.027068022709845,241777.8041720486,1,12,42,5165.431354720534
2026-07-30,Male,Vehicle Purchase,Self-Employed,Home Loan,Rented,32045.0530230268,23.075902225796046,668,15.29748423573642,191036.94466481212,2,12,42,0.0
2026-07-23,Male,Home Renovation,Retired,Education Loan,Owned,38525.24913585695,35.816413225718065,592,12.96518446859842,183778.53188876063,0,48,30,962.0583164507661
2026-07-05,Female,Vehicle Purchase,Salaried,Business Loan,Jointly Owned,10000.0,16.124081758618583,664,10.816606843225859,100000.0,2,48,42,468.46671473849074
2026-07-07,Female,Vehicle Purchase,Retired,Home Loan,Rented,36527.35987819745,5.8901576645888944,599,13.339264527287128,144282.08815060812,3,36,38,9406.767806967184
2026-07-19,Male,Education,Retired,Education Loan,Owned,44825.46472827999,6.17467023896697,751,8.180205025975102,139596.67903491374,3,36,22,8895.544851567152
2026-07-14,Male,Wedding,Business Owner,Education Loan,Rented,24313.685945120837,10.490090082494106,722,9.55394261413933,161045.3987099772,4,12,21,10783.118020604546
2026-07-11,Female,Debt Consolidation,Self-Employed,Car Loan,Owned,37961.91332905349,0.0,589,16.110301012941566,148903.3895923586,3,360,58,0.0
2026-07-20,Female,Wedding,Self-Employed,Education Loan,Owned,53899.74282074091,1.0000223954485126,624,10.973333292920536,153836.87045364254,4,12,36,891.9554889767551
2026-07-21,Male,Home Renovation,Self-Employed,Business Loan,Owned,11881.876387634333,30.408068152765505,770,16.20596023126844,154287.4535778024,0,48,39,6814.377009552851
2026-07-28,Female,Education,Retired,Car Loan,Rented,28987.751448038172,28.18057672900249,665,19.394284650679477,159596.15307552883,4,60,27,2697.3390911200377
2026-07-11,Female,Medical Emergency,Student,Business Loan,Rented,33772.682890552824,20.227369355905655,652,13.98202026894872,205652.82613572892,1,24,32,7082.754916630439
2026-07-29,Male,Wedding,Salaried,Business Loan,Owned,10000.0,44.395006181462776,679,14.084441861163745,183643.1358365052,1,360,59,3663.868797889995
2026-07-03,Female,Vehicle Purchase,Self-Employed,Car Loan,Jointly Owned,40325.88513997805,4.52411564814798,747,15.338825624222435,125278.94504418994,3,24,62,3356.7771914722907
2026-07-13,Male,Home Renovation,Self-Employed,Car Loan,Jointly Owned,21203.859565567527,21.57588936787381,582,13.671753826618326,100000.0,4,360,21,0.0
2026-07-06,Female,Education,Student,Home Loan,Jointly Owned,10000.0,25.4382703744873,708,16.299924363144417,100000.0,1,60,38,3269.751842393186
2026-07-26,Female,Vehicle Purchase,Salaried,Home Loan,Owned,35133.867473310245,11.119492773884273,631,14.746879487492134,132309.12070877443,4,60,56,6112.008560453504
2026-07-16,Female,Medical Emergency,Salaried,Car Loan,Jointly Owned,74378.06879733241,8.013459386277056,707,14.058309054867564,230099.85059145142,0,24,39,2036.1083510762164
2026-07-28,Male,Medical Emergency,Self-Employed,Business Loan,Rented,18226.865913092202,13.787878616133028,589,13.00629525172143,169734.0799159216,2,48,44,5206.082679239419
2026-07-31,Male,Medical Emergency,Business Owner,Personal Loan,Jointly Owned,44947.04114982067,7.917684117718689,711,18.552963634294642,192552.4086665708,1,360,36,1859.6938805547834
2026-07-23,Male,Home Renovation,Self-Employed,Education Loan,Owned,28550.149979897178,47.7910027470323,548,9.87353683014497,103396.96029510762,4,360,43,2676.6793852784785
2026-07-06,Female,Education,Self-Employed,Car Loan,Owned,53879.71128591547,13.052142815277554,503,18.331873186196816,127617.63682907753,1,24,52,2885.0216888585824
2026-07-06,Female,Home Renovation,Student,Education Loan,Jointly Owned,33762.20611180008,22.379207179942654,672,14.571919062117116,176872.84436121545,1,60,43,6393.909715856747
2026-07-21,Female,Business Expansion,Retired,Home Loan,Owned,10000.0,8.915994818788548,704,12.11147745199305,152501.5874243092,0,24,25,7574.74651232677
2026-07-06,Female,Vehicle Purchase,Unemployed,Education Loan,Rented,59003.50171048746,43.9872480975575,645,11.37673761077565,195611.80856818648,1,24,31,10514.38823123411
2026-07-22,Male,Debt Consolidation,Self-Employed,Home Loan,Owned,36756.67107709762,15.155753493822523,781,13.051761766233527,127617.62227359484,2,60,45,7337.767812056208
2026-07-13,Female,Education,Retired,Car Loan,Rented,24861.420344841557,0.0,606,16.016530725167424,189262.60616086566,1,48,37,6091.382173748033
2026-07-26,Female,Vehicle Purchase,Student,Home Loan,Jointly Owned,48875.264275172616,1.8817964852550801,733,15.44404208191302,100000.0,0,24,32,10324.69219408428
2026-07-08,Male,Vehicle Purchase,Unemployed,Business Loan,Rented,38217.56547137066,28.043047474326453,554,13.233469064405625,182574.83640031226,3,36,27,5823.586021883734
2026-07-17,Female,Education,Retired,Business Loan,Rented,36495.067019712296,17.379112772217447,645,11.115838151949399,274023.8084619123,0,36,28,6843.081565086888
2026-07-02,Male,Home Renovation,Retired,Business Loan,Rented,10000.0,29.235748935611078,715,9.539467491629495,171275.01140124496,0,24,30,7869.299377089346
2026-07-29,Male,Business Expansion,Business Owner,Education Loan,Jointly Owned,13096.276193699225,30.602974229369778,741,13.22075573750528,207283.7772020963,4,60,42,5521.096126750199
2026-07-06,Male,Education,Student,Education Loan,Rented,38831.49616550456,10.967142151223477,579,13.864525590743517,113789.38337291987,4,36,32,4795.683249636425
2026-07-06,Female,Wedding,Salaried,Personal Loan,Rented,26123.48441513482,14.456355827700126,522,17.046195409313594,206143.5265422281,3,360,39,4500.455727192609
2026-07-07,Female,Business Expansion,Salaried,Education Loan,Rented,52509.81622479315,9.528803666787994,635,8.73589290446107,102813.11190816652,2,24,39,3281.598098515954
2026-07-01,Male,Debt Consolidation,Retired,Personal Loan,Owned,11298.465252945458,21.771919528612113,696,15.9261287320119,175805.92323480805,1,60,45,3511.6954664691593
2026-07-22,Female,Education,Student,Car Loan,Rented,26332.390512931648,0.0,520,15.356096889091667,211170.03777399694,0,36,29,8186.088712928618
2026-07-08,Male,Vehicle Purchase,Student,Car Loan,Rented,34595.08372977669,12.74570501598179,694,11.936744120945242,100000.0,3,48,54,1709.6224955787338
2026-07-03,Male,Vehicle Purchase,Salaried,Car Loan,Jointly Owned,35117.536259156026,8.447087864550506,819,9.503061211562516,107673.90773523519,2,60,21,5413.432689604212
2026-07-04,Male,Business Expansion,Self-Employed,Car Loan,Owned,47053.69755630132,16.596775045077713,499,14.007824562028903,100000.0,1,36,34,4928.815423682319
2026-07-31,Male,Business Expansion,Business Owner,Education Loan,Rented,51118.66118484309,9.970331962957523,421,17.412430360749394,100000.0,4,12,33,724.5546456778484
2026-07-17,Female,Business Expansion,Business Owner,Business Loan,Jointly Owned,32405.503476416936,21.62189333461404,494,8.318072479291462,234242.7581543196,3,360,30,7514.550517358097
2026-07-03,Female,Business Expansion,Salaried,Business Loan,Owned,27575.69847922342,33.35558465046967,750,18.396660095932354,194781.5842587276,0,120,21,991.0417277176252
2026-07-30,Male,Vehicle Purchase,Salaried,Home Loan,Rented,24871.690967239774,35.59263999825397,587,18.178175294957985,104773.29839115756,3,12,50,2764.2563260495385
2026-07-23,Male,Home Renovation,Business Owner,Car Loan,Rented,50651.833901748076,10.016121967584887,571,14.01677342665845,135489.17967004774,1,60,46,4743.222544583341
2026-07-29,Male,Wedding,Retired,Business Loan,Rented,45970.056971012236,30.73042012147196,578,10.383221869831047,100000.0,0,36,42,9469.89981932857
2026-07-25,Female,Education,Student,Personal Loan,Owned,19200.31827377756,0.0,669,15.581391139934787,106170.99235093394,0,48,30,6562.345190032489
2026-07-02,Male,Wedding,Retired,Car Loan,Owned,32598.375289547428,23.386790904418486,722,8.714310768560058,217162.90354341315,2,60,32,5932.704024050812
2026-07-14,Male,Home Renovation,Retired,Personal Loan,Jointly Owned,34451.91886714977,0.0,723,10.626443707014527,100000.0,0,60,34,9054.984613229331
2026-07-28,Female,Wedding,Self-Employed,Education Loan,Rented,33544.49006755534,30.578874662656645,709,15.27496111185992,100000.0,1,360,35,4207.231355010489
2026-07-06,Male,Business Expansion,Retired,Car Loan,Rented,47674.37038887913,33.902458737455895,615,14.149298816444281,161270.5625489774,1,48,45,10994.672485293406
2026-07-23,Female,Medical Emergency,Retired,Car Loan,Owned,29268.4462189147,25.237687668077402,624,11.140445770293626,188017.5181408904,1,120,33,6510.734281269132
2026-07-18,Male,Education,Salaried,Business Loan,Rented,49474.677087865115,9.856729738331985,546,15.424875545096555,101482.90235196536,0,24,29,5400.632033394782
2026-07-24,Male,Home Renovation,Unemployed,Education Loan,Rented,20385.00370863892,0.21429230026966728,743,14.51531026291546,100000.0,4,24,39,0.0
2026-07-02,Male,Business Expansion,Retired,Home Loan,Owned,29509.75305680582,15.518596102710564,674,12.20988856880201,122705.96238665198,3,48,38,7927.918152371027
2026-07-12,Male,Business Expansion,Retired,Personal Loan,Jointly Owned,28075.95813355357,12.258565922065385,638,12.628633679249466,128019.66483040844,1,48,43,6612.385688676859
2026-07-26,Male,Education,Student,Car Loan,Rented,31083.36053331751,15.32520412995865,538,12.975787878892515,100000.0,2,36,51,4332.407478518588
2026-07-05,Male,Debt Consolidation,Unemployed,Personal Loan,Jointly Owned,49166.7846651613,18.049735779498494,448,6.844458947663597,142319.57701589025,2,48,33,3485.0350669236796
2026-07-10,Male,Wedding,Retired,Car Loan,Jointly Owned,48840.330630615776,31.993861104249476,532,15.711415205082265,100000.0,0,120,47,11040.343458570846
2026-07-15,Female,Wedding,Unemployed,Car Loan,Owned,51049.85626683269,4.184245604981193,671,14.997264261360648,114948.75585640734,0,12,39,2609.3348137682656
2026-07-13,Female,Education,Student,Home Loan,Owned,18277.988502985816,0.0,575,12.367705660284457,176425.593809923,2,12,48,6046.545735585942
2026-07-10,Male,Home Renovation,Student,Business Loan,Owned,21789.453049533164,14.88190964087161,750,13.638466592494646,111451.01947832626,0,24,50,5103.974709753953
2026-07-22,Male,Debt Consolidation,Unemployed,Personal Loan,Owned,17486.641618794303,13.763384363875897,530,12.73237935792007,136330.627235354,2,12,30,7065.225643978112
2026-07-29,Female,Education,Student,Personal Loan,Owned,43224.955736127486,17.042919516220223,628,16.47924631068227,133066.35641718368,3,12,57,0.0
2026-07-17,Female,Vehicle Purchase,Retired,Education Loan,Jointly Owned,45842.680805219745,19.652231131451977,654,11.735181154103058,100000.0,4,120,39,7017.690045731841
2026-07-13,Female,Education,Self-Employed,Education Loan,Jointly Owned,28377.58113549385,15.51204764249738,461,15.164257035400999,150877.7872302506,1,36,26,9799.513908477695
2026-07-07,Male,Education,Retired,Business Loan,Jointly Owned,37976.841041995416,2.8362869566977533,708,12.42569825988243,185077.23107811325,3,24,26,0.0
2026-07-22,Male,Vehicle Purchase,Self-Employed,Business Loan,Owned,27953.206264658256,18.760173652290835,605,15.045918567094114,188189.3659157715,0,36,52,2154.872879112366
2026-07-04,Male,Vehicle Purchase,Retired,Education Loan,Owned,22711.248647790107,37.53537073501497,400,12.409837746238347,125889.54882359704,3,60,51,6695.889832908377
2026-07-02,Male,Medical Emergency,Student,Education Loan,Rented,34771.65221954777,14.954177307056653,601,12.847173461149584,109918.42714690643,4,120,48,4598.4676267329105
2026-07-22,Female,Vehicle Purchase,Self-Employed,Education Loan,Rented,19622.173030561375,18.16639507294161,715,10.661107292166731,159926.14800435764,2,12,32,7039.021789613291
2026-07-25,Female,Wedding,Retired,Business Loan,Jointly Owned,10000.0,33.35681310387294,551,14.506843165171125,257607.14471989986,2,12,34,7233.060902325502
2026-07-24,Male,Education,Student,Education Loan,Jointly Owned,40454.36276154437,1.1597158115696367,503,12.442727575757868,176772.46567534542,2,36,22,5675.4993970265405
2026-07-26,Female,Home Renovation,Business Owner,Home Loan,Owned,20896.77509400204,13.359547193569705,502,15.286518204782674,151800.3196990998,0,60,35,10288.44253375477
2026-07-22,Male,Business Expansion,Business Owner,Business Loan,Rented,31208.996994595032,31.544052731278487,597,16.898994348691147,132511.9971810817,4,360,39,7257.477294277131
2026-07-05,Female,Home Renovation,Unemployed,Education Loan,Jointly Owned,16679.570199011254,26.99392615196547,693,13.889900360196142,116390.957204668,4,120,53,1022.9522725297365
2026-07-10,Female,Education,Salaried,Business Loan,Owned,47175.488565126754,26.39024779880226,656,10.14261341967099,100000.0,0,12,35,7102.299870777105
2026-07-23,Male,Debt Consolidation,Business Owner,Home Loan,Rented,44579.372724394394,0.0,467,11.735673701993807,150364.97467143487,1,48,34,4902.124098351332
2026-07-30,Female,Medical Emergency,Business Owner,Personal Loan,Rented,44822.36422823138,4.773287537793086,576,16.000959477075877,100429.11861948032,2,36,40,6642.668424626943
2026-07-19,Female,Medical Emergency,Retired,Education Loan,Rented,13454.189659408396,0.0,682,14.6109534119004,141229.0539929637,3,24,46,8504.335620474663
2026-07-09,Male,Vehicle Purchase,Salaried,Home Loan,Jointly Owned,64703.728707155504,36.267756077980295,541,11.331361250294568,166865.69297893826,3,60,53,9846.316062786986
2026-07-22,Male,Medical Emergency,Retired,Car Loan,Jointly Owned,38033.76683243156,22.444878868659412,594,17.124614081427787,227283.6442684588,3,120,31,5252.793700229218
2026-07-27,Male,Vehicle Purchase,Retired,Business Loan,Rented,40336.980557822346,14.348845029917157,503,16.03321823082701,100000.0,1,12,36,7515.16494953101
2026-07-02,Male,Debt Consolidation,Unemployed,Personal Loan,Owned,11998.68304809677,3.8016484855176937,620,15.957122621883196,106167.09420628438,0,12,39,1759.3823267214184
2026-07-21,Male,Debt Consolidation,Retired,Car Loan,Jointly Owned,35681.56649200168,9.774575780794912,648,12.72647060103664,203614.28935545214,0,24,35,3609.130312721276
2026-07-25,Male,Wedding,Retired,Education Loan,Owned,33792.38940798502,47.79922538634149,768,19.54350185681648,106003.14181890176,2,12,31,3311.9760116783264
2026-07-22,Male,Debt Consolidation,Unemployed,Car Loan,Owned,12288.939596927994,15.038743644453993,636,13.384193351434106,131792.482121762,1,48,35,8102.313089362505
2026-07-09,Female,Debt Consolidation,Retired,Education Loan,Rented,24085.15748903059,5.73998068174957,652,15.056772075579017,100000.0,3,120,25,10181.743709379789
2026-07-31,Male,Home Renovation,Salaried,Home Loan,Rented,57365.512509887456,0.0,643,13.965319317536137,216419.0132918769,0,48,31,14567.762932401847
2026-07-13,Female,Business Expansion,Unemployed,Home Loan,Owned,23336.4501983031,42.471133805260536,591,8.292921800331156,167745.32368001595,1,60,25,7583.852531499483
2026-07-01,Female,Debt Consolidation,Student,Personal Loan,Owned,31598.067462443873,14.69207111764821,637,12.31257333670309,102148.72340357202,4,48,38,8372.585157829144
2026-07-15,Female,Vehicle Purchase,Business Owner,Car Loan,Rented,25168.327102576914,9.756161597108393,769,14.560388611426188,211810.70550428878,1,60,34,0.0
2026-07-30,Male,Business Expansion,Retired,Business Loan,Jointly Owned,41499.01312307261,0.0,599,16.01457394259002,230829.31492448805,2,60,32,0.0
2026-07-13,Female,Education,Salaried,Home Loan,Jointly Owned,47010.77712293089,1.188017731144292,535,8.541122407500893,100000.0,3,36,38,2393.5853794226014
2026-07-14,Male,Business Expansion,Self-Employed,Home Loan,Jointly Owned,46831.606722719844,32.866957437742684,671,12.691127653638873,204337.0398355993,0,12,21,1237.101934017548
2026-07-11,Female,Education,Unemployed,Education Loan,Rented,35000.11831733006,0.0,533,16.284096749730367,160750.1339663492,0,12,34,6535.20529181828
2026-07-02,Female,Medical Emergency,Unemployed,Personal Loan,Rented,50997.207699114006,0.0,700,10.914687244964572,100000.0,4,48,39,10207.918585834748
2026-07-25,Male,Education,Retired,Personal Loan,Rented,21373.06754457478,9.4168932616136,525,13.845731125390895,145610.36108834104,4,360,47,5035.8617187218415
2026-07-25,Female,Wedding,Retired,Education Loan,Rented,30949.04328453615,22.12925302076148,768,13.271459375848929,158903.40327265384,4,360,44,3032.84883106895
2026-07-01,Female,Home Renovation,Unemployed,Business Loan,Rented,29604.359027358732,16.642184055976085,651,13.176329349798655,100000.0,2,12,50,5916.041440369291
2026-07-11,Male,Education,Retired,Home Loan,Owned,51745.871918819,7.02545302073914,588,10.9157690138994,259693.00804237177,3,60,23,2842.5718272603954
